URI	label	Description	mixsid	valueType	units	
mixs:genetic_mod	genetic modification	"Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection"	MIXS:0001042	"PMID,DOI,url or free text"	NaN	
mixs:geo_loc_name	"geographic location (country and/or sea,region)"	"The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512) (http://purl.bioontology.org/ontology/GAZ)"	MIXS:0000010	country or sea name (INSDC or GAZ):region(GAZ):specific location name	NaN	
mixs:geo_loc_name	"geographic location (country and/or sea,region)"	"The geographical origin of the sample as defined by the country or sea name followed by specific region name. Country or sea names should be chosen from the INSDC country list (http://insdc.org/country.html), or the GAZ ontology (v 1.512) (http://purl.bioontology.org/ontology/GAZ)"	MIXS:0000010	country or sea name (INSDC or GAZ);region(GAZ);specific location name	NaN	
mixs:gestation_state	amniotic fluid/gestation state	Specification of the gestation state	MIXS:0000272	gestation state	NaN	
mixs:glucosidase_act	glucosidase activity	measurement of glucosidase activity	MIXS:0000616	measurement value	mol per liter per hour	
mixs:glucosidase_act	glucosidase activity	measurement of glucosidase activity	MIXS:0000137	measurement value	mol per liter per hour	
mixs:glucosidase_act	glucosidase activity	measurement of glucosidase activity	MIXS:0000705	measurement value	mol per liter per hour	
mixs:gravidity	gravidity	"whether or not subject is gravid, and if yes date due or date post-conception, specifying which is used"	MIXS:0000875	gravidity status;timestamp	NaN	
mixs:gravity	gravity	"Information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple treatments"	MIXS:0000559	gravity factor value;treatment interval and duration	"meter per square second, g"	
mixs:gravity	gravity	"Information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple treatments"	MIXS:0000559	gravity factor value;treatment duration;interval;experimental duration	"meter per square second, g"	
mixs:gravity	gravity	"information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; can include multiple treatments"	MIXS:0000559	gravity factor value;treatment interval and duration	"meter per square second, g"	
mixs:gravity	gravity	"information about treatment involving use of gravity factor to study various types of responses in presence, absence or modified levels of gravity; can include multiple treatments"	MIXS:0000559	gravity factor value;treatment duration;interval;experimental duration	"meter per square second, g"	
mixs:growth_facil	growth facility	"Type of facility where the sampled plant was grown; controlled vocabulary: growth chamber, open top chamber, glasshouse, experimental garden, field. Alternatively use Crop Ontology (CO) terms, see http://www.cropontology.org/ontology/CO_715/Crop%20Research"	MIXS:0001043	free text or CO	NaN	
mixs:growth_habit	growth habit	"Characteristic shape, appearance or growth form of a plant species"	MIXS:0001044	enumeration	NaN	
mixs:growth_hormone_regm	growth hormone regimen	"Information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple growth hormone regimens"	MIXS:0000560	growth hormone name;growth hormone amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:growth_hormone_regm	growth hormone regimen	"Information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple growth hormone regimens"	MIXS:0000560	growth hormone name;growth hormone amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:growth_hormone_regm	growth hormone regimen	"information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment duration, interval and total experimental duration; can include multiple growth hormone regimens"	MIXS:0000560	growth hormone name;growth hormone amount;treatment duration;interval;experimental duration	"gram, mole per liter, milligram per liter"	
mixs:growth_hormone_regm	growth hormone regimen	"information about treatment involving use of growth hormones; should include the name of growth hormone, amount administered, treatment duration, interval and total experimental duration; can include multiple growth hormone regimens"	MIXS:0000560	growth hormone name;growth hormone amount;treatment interval and duration	"gram, mole per liter, milligram per liter"	
mixs:gynecologic_disord	gynecological disorder	history of gynecological disorders; can include multiple disorders	MIXS:0000288	gynecological disorder	NaN	
mixs:hall_count	hallway/corridor count	The total count of hallways and cooridors in the built structure	MIXS:0000228	value	NaN	
mixs:handidness	handidness	The handidness of the individual sampled	MIXS:0000809	enumeration	NaN	
mixs:hc_produced	hydrocarbon type produced	"Main hydrocarbon type produced from resource (i.e. Oil, gas, condensate, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0000989	enumeration	NaN	
mixs:hc_produced	hydrocarbon type produced	"Main hydrocarbon type produced from resource (i.e. Oil, gas, condensate, etc). If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001004	enumeration	NaN	
mixs:hcr	hydrocarbon resource type	"Main Hydrocarbon Resource type. The term ""Hydrocarbon Resource"" HCR defined as a natural environmental feature containing large amounts of hydrocarbons at high concentrations potentially suitable for commercial exploitation.  This term should not be confused with the Hydrocarbon Occurrence term which also includes hydrocarbon-rich environments with currently limited commercial interest such as seeps, outcrops, gas hydrates etc. If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001003	enumeration	NaN	
mixs:hcr	hydrocarbon resource type	"Main Hydrocarbon Resource type. The term ""Hydrocarbon Resource"" HCR defined as a natural environmental feature containing large amounts of hydrocarbons at high concentrations potentially suitable for commercial exploitation.  This term should not be confused with the Hydrocarbon Occurrence term which also includes hydrocarbon-rich environments with currently limited commercial interest such as seeps, outcrops, gas hydrates etc. If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0000988	enumeration	NaN	
mixs:hcr_fw_salinity	formation water salinity	Original formation water salinity (prior to secondary recovery e.g. Waterflooding) expressed as TDS	MIXS:0000449	measurement value	milligram per liter	
mixs:hcr_fw_salinity	formation water salinity	Original formation water salinity (prior to secondary recovery e.g. Waterflooding) expressed as TDS	MIXS:0000406	measurement value	milligram per liter	
mixs:hcr_geol_age	hydrocarbon resource geological age	"Geological age of hydrocarbon resource (Additional info: https://en.wikipedia.org/wiki/Period_(geology)). If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0000993	enumeration	NaN	
mixs:hcr_geol_age	hydrocarbon resource geological age	"Geological age of hydrocarbon resource (Additional info: https://en.wikipedia.org/wiki/Period_(geology)). If ""other"" is specified, please propose entry in ""additional info"" field"	MIXS:0001007	enumeration	NaN	
mixs:hcr_pressure	hydrocarbon resource original pressure	Original pressure of the hydrocarbon resource 	MIXS:0000395	measurement value range	"atmosphere, kilopascal"	
mixs:hcr_pressure	hydrocarbon resource original pressure	Original pressure of the hydrocarbon resource 	MIXS:0000447	measurement value range	"atmosphere, kilopascal"	
mixs:hcr_temp	hydrocarbon resource original temperature	Original temperature of the hydrocarbon resource	MIXS:0000393	measurement value range	degree Celsius	
mixs:hcr_temp	hydrocarbon resource original temperature	Original temperature of the hydrocarbon resource	MIXS:0000445	measurement value range	degree Celsius	
mixs:health_disease_stat	health or disease status of specific host at time of collection	"Health or disease status of specific host at time of collection. This field accepts PATO (v 2013-10-28) terms, for a browser please see http://purl.bioontology.org/ontology/PATO"	MIXS:0000031	enumeration	NaN	
mixs:health_disease_stat	health or disease status of specific host at time of collection	"Health or disease status of specific host at time of collection. This field accepts PATO (v 2013-10-28) terms, for a browser please see http://purl.bioontology.org/ontology/PATO"	MIXS:0000031	PATO	NaN	
